8,12,16,5,38,30,53,20,43,45
17,6,41,53,42,14,29,44,0,24
18,39,44,6,53,0,28,40,17,25
48,30,22,7,39,0,45,13,47,19
12,28,41,44,54,15,9,31,1,35
19,13,7,26,27,1,54,42,48,33
47,13,19,38,37,24,53,33,0,6
54,28,6,42,48,17,36,0,26,13
42,3,7,39,36,9,26,20,35,53
48,26,0,41,52,22,17,36,7,21
41,15,30,39,21,0,54,12,44,14
17,3,20,23,25,26,50,15,52,39
27,30,45,39,52,18,6,0,12,41
14,17,40,18,45,35,29,1,17,54
31,22,0,14,36,14,12,54,41,46
